,title,byline,dates,datetime
3658,13 Hours: The Secret Soldiers of Benghazi (IIB),,21 Feb 2016,2016-02-21
3659,Galerie Huit,,21 Feb 2016,2016-02-21
3660,"Japanese officials affected by outbreak of foot-in-mouth disease: It seems there's an epidemic sweeping Tokyo's top officials, with members of the government succumbing to scandals of their own creation",,21 Feb 2016,2016-02-21
3661,The not-so mellow yellow,,21 Feb 2016,2016-02-21
3662,"veteran banker to fill shoes as securities chief: Former Agricultural Bank of China head, Liu Shiyu, has been named to replace Xiao Gang in the top post at nation's securities watchdog",,21 Feb 2016,2016-02-21
3654,xx: Filipino icon is suffering the consequences of his action after making homophobic remarks but he was only being himself,,21 Feb 2016,2016-02-21
3663,Britain's EU negotiations in Brussels,,21 Feb 2016,2016-02-21
3665,HK$30m anti-riot cars the police never use: Purpose-built anti-riot armoured vehicles can electrify their exterior and 'could have stopped the riot in five minutes' according to one officer,,21 Feb 2016,2016-02-21
3666,Residents express mixed views over Lantau plans,,21 Feb 2016,2016-02-21
3667,GLOBETROTTING charley lanyon,,21 Feb 2016,2016-02-21
3668,Macau handed fugitives to mainland Macau handed HK residents to mainland: Illegal transfers stoke renewed fears in wake of bookseller disappearances,,21 Feb 2016,2016-02-21
3669,Sectors facing downturn to have licence fees waived,,21 Feb 2016,2016-02-21
3670,Counting the cost,,21 Feb 2016,2016-02-21
3675,Senior ex-Hong Kong police officer faces criminal prosecution over baton 'attack' on passer-by during 2014 Occupy protests: Lawyers for alleged Mong Kok victim confirm new probe after U-turn by force complaints unit,,21 Feb 2016,2016-02-21
3674,Lee Po protest planned to put pressure on UK government: London-based activists follow up foreign office's accusation of 'serious breach' of Joint Declaration,,21 Feb 2016,2016-02-21
3673,"cabbie prosecutions rise sharply: Police figures reveal a particular increase in charges being laid for refusing fares and overcharging, especially in nightlife districts",,21 Feb 2016,2016-02-21
3653,Hundreds turn out for rally in support of localist group candidate,,21 Feb 2016,2016-02-21
3664,Five bids for a super luxury house on The Peak,,21 Feb 2016,2016-02-21
3651,SECURITIES CHIEF 'A NATURAL CHOICE': The mainland's new stock market regulator has wide experience in overseeing institutions and dealing with financial risk: analysts,,21 Feb 2016,2016-02-21
3652,Never mind presidential election - Fifa's vote on reform proposals could be far more important: The embattled organisation will hopefully take some steps towards more open and transparent governance on Friday,,21 Feb 2016,2016-02-21
3636,double trouble,,21 Feb 2016,2016-02-21
3637,"After six years hosting radio and television programmes, XIAO HAN felt like a new challenge. She launched the online platform YiwaiArt to promote art education to mainlanders who are enjoying more of life's pleasures. She talked to LAURA ZHOU.",,21 Feb 2016,2016-02-21
3638,How Joao Moreira and Silvestre de Sousa went from scrapping as Sao Paulo apprentices to joining world's best jockeys: De Sousa and Moreira both fought for opportunities coming through the ranks in the tough Sao Paolo Jockey Club before becoming world's best,,21 Feb 2016,2016-02-21
3639,"China's first Olympic equestrian star Alex Hua Tian forever grateful to Hong Kong upbringing: Mainland's eventing poster boy, who starred at the Beijing Olympics aged 18, has been back to Beas River where he spent much of his childhood",,21 Feb 2016,2016-02-21
3640,Hong Kong fall agonisingly short against Oman in Asia Cup qualifier despite stunning Babar Hayat century,,21 Feb 2016,2016-02-21
3641,Communist Party warns of gap between 'public and official opinion': People's Daily social media commentary follows Xi speech on 'need for strictly toeing party line',,21 Feb 2016,2016-02-21
3642,Cold warfare,,21 Feb 2016,2016-02-21
3672,HK urged to join anti-smuggling plan HK urged to join anti-smuggling plan,,21 Feb 2016,2016-02-21
3644,"Dai Huang, labelled a 'rightist' for doubting Mao, dies at age 88",,21 Feb 2016,2016-02-21
3645,"vice trial accused alan ho 'honest and just': SJM chief executive Ambrose So praises character of Stanley Ho's nephew, who faces allegations that he ran a prostitution racket at the Lisboa Hotel",,21 Feb 2016,2016-02-21
3646,Even the best scientists benefit from collaboration,,21 Feb 2016,2016-02-21
3647,Regular US dialogue with Asean would be positive for Asia,,21 Feb 2016,2016-02-21
3648,PBOC market intervention:it's really muddle on steroids: Beijing defies Milton Friedman's explanation of how foreign exchange controls should work,,21 Feb 2016,2016-02-21
3649,Faulty 'circuit-breaker' blamed for regulator's fall,,21 Feb 2016,2016-02-21
3643,"Beijing appoints new Macau customs chief after suicide: Alex Vong takes over from Lai Man Wa, who was discovered dead in a public toilet late last year",,21 Feb 2016,2016-02-21
3650,key points during xiao's leadership,,21 Feb 2016,2016-02-21
3850,"For mainland equity investors, 'buy low, sell high' has never been the name of the game: Mainland retail investors are lukewarm towards Hong Kong-listed stocks despite the fact that H shares are trading at a huge discount to A shares",,22 Feb 2016,2016-02-22
3851,Hong Kong Olympic swimming hopeful Siobhan Haughey the star as she leads Michigan to US college title,,22 Feb 2016,2016-02-22
3852,the other voices in the race,,22 Feb 2016,2016-02-22
3853,Entering New Territory: A by-election to be held in the wake of the Mong Kok riot and amid small but fervent support for localism comes against a backdrop like no other - and could have a big sway on Legco's future,,22 Feb 2016,2016-02-22
3856,Pride and prejudice,,22 Feb 2016,2016-02-22
3855,Hong Kong Legco hopeful distances himself from localists at rally before hundreds of supporters: Civic Party heavyweights back young barrister who faces Hong Kong Indigenous rival in poll,,22 Feb 2016,2016-02-22
3849,China shares expected to continue rebound this week on stimulus hopes: Sentiment buoyed by appointment of new regulator and policy moves ahead of NPC,,22 Feb 2016,2016-02-22
3857,Another cold snap? Forecasts suggest Hong Kong could be hit by more chilly weather in March,,22 Feb 2016,2016-02-22
3832,The road to ruin: Hong Kong's pan-democrats are eating each others' lunch,,22 Feb 2016,2016-02-22
3831,"China General Nuclear Power expands overseas plant construction business: China General Nuclear Power Corp aims to boost revenue from abroad to 15 per cent by 2020 as it looks to the region, Eastern Europe and Africa",,22 Feb 2016,2016-02-22
3854,Road map draws line in the sand for 'weird' architecture,,22 Feb 2016,2016-02-22
3848,"Chad Schofield makes most of quirks of fate for first Hong Kong treble: The young jockey has had a topsy-turvy ride, but he dominated proceedings at Sha Tin yesterday",,22 Feb 2016,2016-02-22
3843,Women's touch the key as Benno Yung finds himself in a Happy Place: Trainer says French staff member Xaviere Cottereau all the difference for 'naughty' horse,,22 Feb 2016,2016-02-22
3846,Joao Moreira keeps good strike rate with Peter Ho in check on Be There Ahead,,22 Feb 2016,2016-02-22
3844,Line Seeker defies weight to post consecutive wins,,22 Feb 2016,2016-02-22
3842,Hong Kong's Asia Cup hopes dashed after loss,,22 Feb 2016,2016-02-22
3841,Result could change Legco rule book,,22 Feb 2016,2016-02-22
3840,"Slice of history for quick-fire Marco Kutscher at Longines Masters in Hong Kong: German charges to victory on final day of Longines Masters in Hong Kong and picks up a Euro 250,000 bonus for winning two grands prix in the series",,22 Feb 2016,2016-02-22
3839,Jobs at China's rigid traditional banks lose lustre as top talents flock to more innovative and flexible internet finance firms,,22 Feb 2016,2016-02-22
3837,After the fall comes uphill battle: CSRC chief Liu Shiyu takes on the prestigious but unenviable job of reforming the chaotic share market system and lifting investor confidence,,22 Feb 2016,2016-02-22
3836,"'Ventilation strips' to help disperse Beijing's pollution: Capital would be better off cutting emissions, not sending them somewhere else, expert says",,22 Feb 2016,2016-02-22
3835,The dance of the dragon,,22 Feb 2016,2016-02-22
3834,"There's simply no substitute for a well-balanced, healthy diet",,22 Feb 2016,2016-02-22
3833,"For the sake of humanity, China, India and others must stick to Paris deal on climate change",,22 Feb 2016,2016-02-22
3847,"Class prevails as Sun Jewellery completes Classic Mile and Classic Cup double: Stamina was a concern for the Classic Mile winner, but he cast those fears aside with a dominant victory in the second of the four-year-old features",,22 Feb 2016,2016-02-22
3838,"Don't make us suffer even more, Taiwanese businessmen on Chinese mainland tell president-elect Tsai Ing-wen: The island's incoming president plans to shift Taiwan's economic focus to Southeast Asia, but some business heads say this will be a mistake",,22 Feb 2016,2016-02-22
3845,Joao Moreira keeps up record pace with hard-fought treble,,22 Feb 2016,2016-02-22
3873,Is the end nigh for China's overseas luxury personal shoppers?,,22 Feb 2016,2016-02-22
3877,Luxury home in the Mount Nicholson project sells for well below expectations,,22 Feb 2016.,2016-02-22
3876,Flats will sell at 30pc lower than market rate: Competition likely to be hot as applications for subsided Sha Tin units begin next week,,22 Feb 2016,2016-02-22
3875,Hong Kong independence activists elected to head Chinese University's student union,,22 Feb 2016,2016-02-22
3858,Eye of the tyre,,22 Feb 2016,2016-02-22
3874,Hong Kong and China to drive global demand for smartwatches: Fourth-quarter shipments at 8.1m units while Swiss watch shipments fall,,22 Feb 2016,2016-02-22
3872,"Hong Kong Indigenous leader Ray Wong arrested, as 1967 leftists condemn radicals who attacked police in Mong Kok: Key figure in group accused of instigating Mong Kok riot and another man held after police discover substances that could be used to make explosives",,22 Feb 2016,2016-02-22
3871,Beijing approves Guangzhou's blueprint for 2020: State Council gives green light to city's ambitious plan but urges integration with HK and Macau,,22 Feb 2016,2016-02-22
3870,"'Don't underestimate the 1 per cent': Hong Kong finance chief says budget handouts spur economic growth: Chief executive and chief secretary thought to be against sweeteners, but financial secretary says the boost to domestic consumption is important",,22 Feb 2016,2016-02-22
3868,Clear rules 'needed to unleash full force of share market': Investors pin hopes on new CSRC chief Liu Shiyu to come up with stronger regulatory framework,,22 Feb 2016,2016-02-22
3869,"'Idealistic' bill to protect Hong Kong whistle-blowers likely to face opposition from business sector: Pan-democrat Kenneth Leung says it would improve governance, but rival lawmaker labels it idealistic and warns that the business sector is opposed",,22 Feb 2016,2016-02-22
3866,stuck without an office? six alternatives for district councillors,,22 Feb 2016,2016-02-22
3865,How can we serve without an office? 30 Hong Kong district councillors in plea for government help: Nearly 30 local representatives issue joint appeal for government help and complain they are still waiting for a permanent base to serve residents,,22 Feb 2016,2016-02-22
3864,Hong Kong hospital turns food waste into plant food,,22 Feb 2016,2016-02-22
3863,Tsing Yi traders vow to fight on as strike ends,,22 Feb 2016,2016-02-22
3862,LAN SHU-KAM,,22 Feb 2016,2016-02-22
3861,from duck delight to a war of the roses: Creative agency boss behind some of city's most successful exhibitions says Valentine's Day rush illustrated how people have become more tense,,22 Feb 2016,2016-02-22
3860,speaking out against society's age-old injustice: Transgender Hongkonger wants to tell more people about the sometimes neglected difficulties facing women pushed into society's margins,,22 Feb 2016,2016-02-22
3859,"The more Hong Kong's radicals push for independence, the further they go against mainstream view: The more extremists push for independence, the further they go against Hong Kong's mainstream",,22 Feb 2016,2016-02-22
3867,Tram lines coated in rubber to reduce the ding-ding din: HK$1.5m project to minimise tram noise on some sections of track starts at Shau Kei Wan terminus,,22 Feb 2016,2016-02-22
4050,"Hongkongers willing if not quite ready to embrace sustainable consumption: But actual purchasing behaviour falls short of sustainable ideals, Consumer Council reveals",,23 Feb 2016,2016-02-23
4052,air passengers using bridge 'to skip checks': Talks are under way to allow travellers entering or leaving Hong Kong via bridge linking city to Macau and Zhuhai to avoid immigration and customs,,23 Feb 2016,2016-02-23
4051,"Hongkongers rise early, queue up to apply for 3,600 subsidised flats: Some of those waiting, eyeing homes for their children, say the chances of success will be low",,23 Feb 2016,2016-02-23
4049,Indonesian domestic helper arrested on suspicion of molesting boy in her care,,23 Feb 2016,2016-02-23
4066,"'No bottom line': new Chinese University student leaders say they will resort to violence if majority want it: Expressing your views through rational meansno long works, says radical localist supporter",,23 Feb 2016,2016-02-23
4047,Hard sell: Hong Kong People Power lawmaker suggests selling Mong Kok riot bricks to tourists: People Power lawmaker Albert Chan makes the proposal in a bid to revive tourism,,23 Feb 2016,2016-02-23
4046,Hong Kong Lingnan University students force cancellation of council meeting: Lingnan University student action comes as University of Hong Kong shifts its council meeting to Convention Centre possibly to avoid further clashes,,23 Feb 2016,2016-02-23
4045,"Beijing slaps ban on Hong Kong and Taiwan film awards amid rising political tensions: Mainland censors reportedly worried by Mong Kok riot, Taiwan election and HK movie Ten Years, which paints bleak picture of city in near future",,23 Feb 2016,2016-02-23
4053,Modern focus,,23 Feb 2016,2016-02-23
4048,"gated communities policy 'illegal': Directive that would force closed residential compounds to open roads to the public infringes both the law and the constitution, lawyers say",,23 Feb 2016,2016-02-23
4054,Mers breakthrough: Hong Kong researchers pinpoint two genes that are key to triggering growth of the disease: University of Hong Kong research team reveals that two genes are key to triggering the growth of the deadly Middle East respiratory syndrome,,23 Feb 2016,2016-02-23
4064,Trampoline tricks just the ticket for ex-banker turned swim coach,,23 Feb 2016,2016-02-23
4056,Battle-hardened Kitchee prepared for debutants,,23 Feb 2016,2016-02-23
4057,What a feeling,,23 Feb 2016,2016-02-23
4058,Unlucky Lucky Girl catches eye but Mighty Maverick the one to follow,,23 Feb 2016,2016-02-23
4059,track stars,,23 Feb 2016,2016-02-23
4060,"Francis Lui's favourite a Strong Foundation as Triple Trio banker: With a jackpot of HK$12.7 million up for grabs tomorrow night, rely onthe Francis Lui-trained galloper in the final leg of a tough Triple Trio",,23 Feb 2016,2016-02-23
4061,How to make maths more fun,,23 Feb 2016,2016-02-23
4062,Sotheby's Hong Kong exhibition of local contemporary art,,23 Feb 2016,2016-02-23
4063,"Hong Kong exhibition provides the occasion for reflection of a dark time in the history of Myanmar and its slow path towards the light: Exhibition reflects on Myanmar's dark past and its slow and often painful path towards democracy, writes Enid Tsui",,23 Feb 2016,2016-02-23
4044,"Burglar grabs HK$327,000 haul after prising open door of Hong Kong flat",,23 Feb 2016,2016-02-23
4065,Instant slim: how a corset is helping women gain an hourglass figure: Can a waist trainer help a woman lose the muffin top and gain an hourglass figure? Rachel Jacqueline puts it to the test,,23 Feb 2016,2016-02-23
4055,"Hong Kong steps up battle against illegal ivory trade: government to push for import and export ban, set timeline for end of 'legal' sales: Lawmakers and campaigners push for a detailed timetable, amid worries administration is stalling",,23 Feb 2016,2016-02-23
4043,Feast for the senses,,23 Feb 2016,2016-02-23
4033,"hunt for 100 rioters who took 'active role': As police examine surveillance camera footage, elite unit investigates whether radical localist groups received donations from secret backers",,23 Feb 2016,2016-02-23
4041,Outspoken Chinese tycoon comes under fire for attacking Xi Jinping's lecture to the media: Ren Zhiqiang under fire from state media after attacking lecture's focus on party loyalty,,23 Feb 2016,2016-02-23
4030,Mainland China and Hong Kong markets rise after Beijing appoints new top regulator: HSI edges up 0.93 per cent despite index banking heavyweight's disappointing annual result,,23 Feb 2016,2016-02-23
4017,NWS considers making aircraft leasing core business,,23 Feb 2016,2016-02-23
4018,Localists seeking independence for Hong Kong through violent means are simply demented,,23 Feb 2016,2016-02-23
4019,ATV may shut down early if licence is suspended: Authority raps station over lack of newscasts and failure to pay penalties,,23 Feb 2016,2016-02-23
4020,93 detained for drugs at Shenzhen overpass party,,23 Feb 2016,2016-02-23
4021,"Been there, done that. So how can Hong Kong lure back tourists?: With fewer big spenders visiting from the mainland, city will have to find new ways to sell itself",,23 Feb 2016,2016-02-23
4022,Hang Seng Bank net profit up 82 per cent on sale of stake in mainland China lender: Lender records HK$10.64 billion in one-off gain from disposal of stake in Industrial Bank and prepares record dividend payout to shareholders,,23 Feb 2016,2016-02-23
4023,A fresh take on tourism: A strategy of revamping existing attractions and creating new ones has been outlined by lawmakers and industry leaders to breathe new life into Hong Kong's tourism industry,,23 Feb 2016,2016-02-23
4024,"China falling short in bid to win market economy status from EU, business lobby warns: Western business lobby says expected job losses in Europe will make it more difficult for the EU to say yes to market economy status for China",,23 Feb 2016,2016-02-23
4025,China central bank intervention a hurdle in yuan's race to become an international currency: Central bank's offshore yuan market moves keeps currency stable but other problems arise,,23 Feb 2016,2016-02-23
4026,HSBC posts worst return to shareholders since global financial crisis: Bank 'satisfied' as return on equity comes in below expectations at 7.2 per cent as it reports loss of US$1.33 billion for the fourth quarter,,23 Feb 2016,2016-02-23
4027,"Hutchison Telecom to add new 4G network, ramp up infrastructure in Hong Kong later this year: Mobile operator to expand its network infrastructure in second half of the yearto meet growing demand for data capacity",,23 Feb 2016,2016-02-23
4031,"China's market regulator cannot be a player, too",,23 Feb 2016,2016-02-23
4032,Politburo stresses steady course for economic growth: The government will press on with its proactive fiscal policy and focus on supply-side reforms,,23 Feb 2016,2016-02-23
4034,Samsung Electronics' mobile payment system could see wider adoption in mainland China when it is launched Wednesday: Samsung Pay may be accepted by more merchants on mainland than Apple Pay,,23 Feb 2016,2016-02-23
4035,"In his budget, Hong Kong's finance chief John Tsang must find ways to invest in city's future",,23 Feb 2016,2016-02-23
4036,Chart of the day: China stocks rally,,23 Feb 2016,2016-02-23
4037,"Breakfast most important meal of the day, especially for the obese",,23 Feb 2016,2016-02-23
4038,"District councillor Christine Fong Kwok-shan cleared of assault on lawmaker: District councillor was accused of attack during protest over landfill extension, but magistrate says she wouldn't have been that silly",,23 Feb 2016,2016-02-23
4039,HSBC faces probe of princeling hires,,23 Feb 2016,2016-02-23
4040,"Financial secretary only looking at one side of handout equation: With subsidies given to public housing tenants, others have less to spend",,23 Feb 2016,2016-02-23
4042,"Has China really learned safety lessons after massive Tianjin chemical warehouse explosions?: Thousands of firms across China produce and store hazardous chemicals, but only six provinces make their information available to public: study",,23 Feb 2016,2016-02-23
4067,"Radicals should stop using the 1967 riots to justify Mong Kok violence: Gary Cheung says those who romanticise the leftist riots in colonial HK, in a bid to justify the unrest in Mong Kok, need some history lessons",,23 Feb 2016,2016-02-23
4029,"Hard times for China's coal miners means China Shenhua Energy is worth a look, analysts say: Power producer is among only 10 per cent of the mainland's 6,000 miners to stay profitable amid a prolonged industry downturn and a bear market",,23 Feb 2016,2016-02-23
4028,Chinese developer KWG to seek projects through mergers and acquisitions,,23 Feb 2016,2016-02-23
4218,Handicapper's hands tied over rating discrepancies,,24 Feb 2016,2016-02-24
4246,"Propaganda work targeted in graft review: Inspection of Central Publicity Department and censors comes after Xi Jinping made rare visit to Communist Party mouthpieces, calling for loyalty",,24 Feb 2016,2016-02-24
4247,Court to study gated compounds move,,24 Feb 2016,2016-02-24
4248,"This time, Pope Francis is on right side of fence over contraception",,24 Feb 2016,2016-02-24
4249,China's leaders walk a fine line between short-term economic growth and long-term stability,,24 Feb 2016,2016-02-24
4250,Shanghai taking steps to stop housing market from overheating: New policy aims to force developers to increase supply of small and mid-sized units to prevent the city's housing market from overheating,,24 Feb 2016,2016-02-24
4251,Hong Kong budget: How sweet can the financial secretary be to business and ordinary punters?: Debate rages over the wisdom of the financial secretary continuing to hand out budget sweeteners,,24 Feb 2016,2016-02-24
4252,"uk RULING COULD SEE HUNDREDS OF hk CASES QUASHED UK ruling could put strain on legal system: Legal experts say 'dramatic' decision on basis of Hong Kong murder case 30 years ago might spark flood of appeals, putting strain on city's courts",,24 Feb 2016,2016-02-24
4253,"StanChart reports first annual loss since 1989 after hefty restructuring charge: Global slowdown and restructuring costs hit the bank hard, and it warns of more pain to come this year as it looks to return to growth",,24 Feb 2016,2016-02-24
4254,"China's climate envoy bullish on hitting 2020 goal: Nation could cut carbon intensity by 50pc, much more than currently planned, Xie Zhenhua says",,24 Feb 2016,2016-02-24
4245,"China's looming pensions crisis: Public urged to pay longer into scheme amid impending funding shortfall: Amid funding shortfall, ministry is encouraging greater contributions from the public",,24 Feb 2016,2016-02-24
4255,john tsang's bags of goodies,,24 Feb 2016,2016-02-24
4257,"Big fluctuation of yuan won't be a big help for China's exports, offl says: 10pc swing either way will have little effect, commerce minister insists",,24 Feb 2016,2016-02-24
4258,Police believe work dispute behind the murder of 62-year-old Hong Kong man as four arrested: Four arrested for murder after man found unconscious in alley and later dies in hospital,,24 Feb 2016,2016-02-24
4259,Kiss and tell: learning app ShowMuse gets HK$3 mln from Hong Kong Science and Technology Park's pilot fund,,24 Feb 2016,2016-02-24
4260,"Hong Kong web users slam TVB's use of simplified Chinese in newscasts: 10,000 complaints made after broadcaster replaces traditional characters in its Putonghua newscasts, with some accusing it of 'mainlandisation'",,24 Feb 2016,2016-02-24
4261,HK's core values on slide amid riot fears: City's 'stability' and 'freedom' rated worst since huge 2003 rally in latest HKU survey,,24 Feb 2016,2016-02-24
4262,"Big changes coming to Hong Kong's Central office district, says JLL: Rents to drop and tenants to leave in coming years, says JLL executive",,24 Feb 2016,2016-02-24
4263,Mainland China's new securities chief details tasks facing senior regulatory officials,,24 Feb 2016,2016-02-24
4264,John Tsang's defence of budget giveaways fails to add up,,24 Feb 2016,2016-02-24
4265,"New World Development achieves just 28 per cent of its HK$10 billion sales target in first half of financial year: As buyers sit tight, developer achieves 28 per cent of HK$10b objective",,24 Feb 2016,2016-02-24
4219,"Chip makers and related companies set to benefit from internet connectivity boom, analysts say: Internet of things set to spark strong demand for semiconductors and connected devices",,24 Feb 2016,2016-02-24
4256,HK firm faces US ire over chipped coins,,24 Feb 2016,2016-02-24
4244,Rents at blue-chip Hong Kong housing estates falling faster than home prices: Rents at blue-chip estates fall faster than prices as middle-class families begin to shrink their accommodation budget in the wake of pay cuts,,24 Feb 2016,2016-02-24
4238,Hong Kong pan-democratic heavyweight Martin Lee warns of catastrophic consequences if camp loses Legco by-election: Ex-lawmaker Martin Lee says DAB victory could prompt moveto ban filibustering,,24 Feb 2016,2016-02-24
4242,Shun Tak points to unique house numbers to differentiate its latest luxury project from competition,,24 Feb 2016,2016-02-24
4243,HKEx to launch gold futures contracts denominated in yuan,,24 Feb 2016,2016-02-24
4220,economic ills: what top minds prescribe: Is Keynes key or is it more about the market? China's best economists debate how to achieve sustaina ble growth while maintaining stability,,24 Feb 2016,2016-02-24
4221,"China insurers to benefit as mainland investors take a shine to guaranteed yield products: Amid the volatility of stock markets, many investors are turning to safer, if slower vehicles, offered by the sector's ability to guarantee yields",,24 Feb 2016,2016-02-24
4222,"Changes seen in the past 15 years in Hong Kong will be dwarfed by changes in the next 5-10 years, says JLL leasing chief: Ben Dickinson of JLL has seen growth, recovery and change in his 15 years in Hong Kong and its property scene but now he looks forward to where the city is headed in the next 10 years",,24 Feb 2016,2016-02-24
4223,China General Nuclear Power and rival China National Nuclear plan to build four more reactors on mainland: Local design adopted by two rivals lowers operating costs and is seen as competitive in the global third-generation reactor market,,24 Feb 2016,2016-02-24
4224,"Third board to be considered after GEM review, SFC says: Regulator may tighten rules on back-door listings and share pledges",,24 Feb 2016,2016-02-24
4225,Wanda's troubles in Spain highlights need for Chinese firms to seek local expertise when investing overseas: The company's plan to develop an iconic Madrid tower has met resistance it did not foresee,,24 Feb 2016,2016-02-24
4226,Yuen Long to see largest supply of new flats in Hong Kong this year,,24 Feb 2016,2016-02-24
4227,"Esprit posts loss of HK$238 million, with currency risks highlighted: Retailer holds back on expansion until business profitability reaches a sustainable level in the wake of challenging operating environment in Asia",,24 Feb 2016,2016-02-24
4228,"Lucky Nine retired: Caspar Fownes, Brett Prebble pay tribute to warhorse: 2011 Hong Kong Sprint winner retired after an illustrious career spanning seven seasons",,24 Feb 2016,2016-02-24
4229,South African ace Lerena aiming for full-time gig,,24 Feb 2016,2016-02-24
4217,"History says Derby winner was probably on display in Cup: On all exposed form, even the 'Collection Stakes' looks unlikely to throw up a late contender",,24 Feb 2016,2016-02-24
4231,Upcoming Chinese Super League season to be broadcast in Hong Kong for the first time,,24 Feb 2016,2016-02-24
4232,University of Hong Kong governing council meeting gets under way amid security and secrecy: Union representative on university council refused to sign agreement to ensure other members' safety following siege by protesters last month,,24 Feb 2016,2016-02-24
4233,Hong Kong developer pleads not guilty to 19 charges of sales malpractice,,24 Feb 2016,2016-02-24
4234,New HIV infections in Hong Kong hit record high in 2015: Number of annual infections tops 700 for the first time; top consultant admits preventive programmes might not be as effective as expected,,24 Feb 2016,2016-02-24
4235,Save the seahorse,,24 Feb 2016,2016-02-24
4241,"Hong Kong Indigenous convenor Ray Wong in court charged with rioting: Prosecution opposed bail, but chief magistrate released him while imposing stringent conditions",,24 Feb 2016,2016-02-24
4236,"Beijing studying causes of Mong Kok riot, reveals Hong Kong Legislative Council president: Legislative Council president notes that it is wise for central government to determine whether there are social conflicts that need to be resolved",,24 Feb 2016,2016-02-24
4237,Ex-ICAC staff in probe 'can walk away',,24 Feb 2016,2016-02-24
4239,"Transfer of fugitives to mainland China was all above board, says Macau minister: Transfers to mainland in line with Interpol rules, says Macau security chief",,24 Feb 2016,2016-02-24
4240,Heaven on earth,,24 Feb 2016,2016-02-24
4230,"Cautious sentiment weighs down mainland China and Hong Kong markets: Telecommunications, insurers and airlines lead falls amid possible overreactions to risk",,24 Feb 2016,2016-02-24
4431,"Wanda boss crowned richest man of Chinese origin tells Beijing to motivate officials for economic growth: Wanda boss says anti-graft campaign has 'saved much trouble', with fewer officials seeking bribes",,25 Feb 2016,2016-02-25
4430,"China's Chance to set G20 agenda: As finance leaders arrive in Shanghai, host has opportunity to steer talks away from currency tensions to more productive topics, like infrastructure",,25 Feb 2016,2016-02-25
4429,John Tsang's budget aims to heal the political divide in Hong Kong,,25 Feb 2016,2016-02-25
4425,"Spending on education still in decline, complains Hong Kong lawmaker: Budget now accounts for 21.5pc of GDP, down from 24.5pc in 2005, says lawmaker",,25 Feb 2016,2016-02-25
4427,"More tax incentives needed to compete with our neighbours: Amid gloomy outlook, timely measures needed to boost economy and support local enterprises",,25 Feb 2016,2016-02-25
4426,"Firms will ride out storm, but stick to free market principles: The government should maintain goal of keeping public expenditure at or below 20pc of GDP",,25 Feb 2016,2016-02-25
4432,"Dubai beckons for domineer after trophy: Caspar Fownes' consistent sprinter bounced back to form with stunning victory, on a night where rich challenge ends in dramatic fashion",,25 Feb 2016,2016-02-25
4424,"US-China talks fail to ease tensions over South China Sea, but 'progress' made on North Korea nuclear test",,25 Feb 2016,2016-02-25
4428,Architects in China should be creative without being 'weird',,25 Feb 2016,2016-02-25
4433,'squeeze up or go green' to make room at the cemetery: Communist Party members and officials told to lead the way in national push to conserve burial space as shortage looms,,25 Feb 2016,2016-02-25
4438,what they thought of it,,25 Feb 2016,2016-02-25
4435,"Wong hopes to overcome team stage fright at the world championships in Kuala Lumpur: HK ace must overcome his nerves in Kuala Lumpur to realise his potential, says coach",,25 Feb 2016,2016-02-25
4436,Chart of the day: Mixed fortunes in steel trade,,25 Feb 2016,2016-02-25
4437,Dim Sum bonds losing shine as China's onshore yuan bond market reopens: Mainland property firms are turning to the onshore market for their fundraising needs as offshore yuan bond issues fall to 6.6b yuan in 2015,,25 Feb 2016,2016-02-25
4439,Charting china in a changing Climate: China's chief negotiator at the Paris talks says the deal in the French capital is a fitting end to his career on the environmental front line,,25 Feb 2016,2016-02-25
4440,Carry on building: Hong Kong's financial secretary promises more land sales to boost supply of flats and offices,,25 Feb 2016,2016-02-25
4441,Tsang's budget of reconciliation: Financial secretary calls for differences to be resolved in wake of Mong Kok riot as one lawmaker says address sounded more like a campaign speech,,25 Feb 2016,2016-02-25
4442,Bugged out: HKU council member accused of placing recording device inside his thermos: Council member Leonie Ki demanded to check whether container held 'real tea' during meeting,,25 Feb 2016,2016-02-25
4443,Pot calling the kettle black: Row at HKU would be funny if it weren't so pathetic,,25 Feb 2016,2016-02-25
4423,Xiaomi unveils Mi 5 flagship at its first global smartphone launch - and it seems worth the wait,,25 Feb 2016,2016-02-25
4444,Opening credits,,25 Feb 2016,2016-02-25
4434,ASM Pacific Technology posts 40.4 per cent fall in net profit,,25 Feb 2016,2016-02-25
4422,"'Chaos, hatred and malice': in face of tensions in Hong Kong, city's finance chief issues strong call for reconciliation: Financial secretary's critics show appreciation for some of his comments, for example on localism",,25 Feb 2016,2016-02-25
4447,medical council to get 4 more lay members: Government' s reform proposal to speed up the watchdog's handling of complaints puts it at odds with doctors who want to keep 50-50 ratio,,25 Feb 2016,2016-02-25
4420,Initiatives for elderly 'did not go far enough',,25 Feb 2016,2016-02-25
4445,"Disabled boy died after mother and boyfriend smoked Ice while feeding him milk, Hong Kong inquest hears",,25 Feb 2016,2016-02-25
4459,"Beijing's efforts to stabilise property market look set to pay off in the second quarter, analysts say: Policies to drive housing demand seen taking effect in the second quarter",,25 Feb 2016.,2016-02-25
